Name,Email,Skills,Corrected_Name,Corrected_Email
PROFESSIONAL,resumesample@example.com,WORK HISTORY,Mark Perez,mark.perez@example.com
JESSICA CLAIRE,resumesample@example.com,"technologies.; + Fast learner, nimble, flexible and able to adapt quickly.; Integration: Mule 3.x and 4.x runtime, CloudHub ‘Jee & Frameworks: Java EE, JSP, Servlets, JSTL, INDI JMS, EJB; Languages: Java, python, C++, dataweave (Session beans & Entity Beans), JSF, Struts, Spring (IOC, MVC, AOP; Databases: Oracle 9i/10g/11g, DB2, MS SQL Server, MySQL. & DAO) and hibernate.; Servers: JBoss, Websphere Application Server, Apache Tomcat, ‘Web Service: XML, JSON, XSLT, XSD, SOAP, REST; Apache HTTP Server 2.x, JBoss 5.x Tools & Utilities: Jenkins, Maven, Nexus, Git, SVN, Log4j, ANT,; Junit, MUnit and JIRA.; Platform: Windows, Linux, MacOS; ‘Work History; MuleSoft Developer, 11/2020 - Current; Qumulo - Seattle, WA; * Create MULE ESB artifact and configured the MULE configuration files and deployed; + Automate build and deployment package tool using Maven and build the code in Jenkins; * Create RAML based REST web services APT's using Mule ESB; * Add the nexus repository details in pom.xml to import the all dependencies when Jenkins build the application and deploy the application; in to cloud hub; * Write MUnit test cases to validate the Mule flows; © Create the integration workflows using MuleSoft ESB; © Worked with integrations using connectors such as Sale force, Database, IMS, Active MQ. HTTP, FTP. SFTP and File Connectors; « Participate in creating HTTP inbound & outbound flows and orchestration using XPath using MULE ESB; * Used Cloud Hub console to monitor the request and response payload; * Create cluster environment using Mule ESB with Mule Any Point Studio and Creating Active MQ with different topologies in Enterprise; Integration; * Configure the Mule process for fetching the data from topic and makes web service calls to the middle tier Mule ESB for processing and; put the data on the Cloud faub; + Implement data transformation using XPATH, XSLT, Data Weave, Custom java classes; * Used Bitbucket and GIT repository to run the Jenkins job for Continues Integration; * Create and consume SOAP and REST services using CXF and used Anypoint Studio to route various validating the Fine-grained security; based on the API consumer for generating token for invoking services; * Used with transformers, exception handling, testing & Security of Mule ESB endpoint through OAuth; ‘* Use Mule ESB connectors- SFDC, Message Transformer, Choice Exception Strategies, Batch processing etc; + In designing the application as a middleware between the third-party system and the customer side system; * Follow agile methodology and Scrum and was involved in application design and participated in technical meetings, Effort estimations; backlog grooming etc; * Design, develop, test, maintain and implement application integration system enhancements working with in established processes; Environment: MuleSoft ESB 3.9/ 4.1, JAVA, ActiveMQ, RAML, Nexus, Apache-Maven, Cloud Hub, Nexus 2.11.4 (Nexus Maven; Repository), Bit Bucket, XML, XSLT, LDAP, MS SQL, Log4J, Git, Web Services, Jenkins, Anypoint Studio 6.5/7.5; API Developer. 01/2018 - 10/2020; Leidos Holdings Inc. — Minneapolis, MN; * Architected Integrations using Mule ESB environments for both on premise and CloudHub environments; * Used MMC (mule management console to monitor the request and response payload); * Have written MUnit test cases to validate Mule flows; * Used ANT scripts to build the application and deployed on Oracle WebLogic Server and implemented WebLogic cluster and Node; manager; © Implement the application using spring modules includes IOC, AOP, Batch and MVC.; Actively involved in designing and implementing Business Delegate, Data Access Object, and Session Facade and Data Transfer Object; design pattems; * Design and develop Message driven architectures that consumed the JMS messages from the Java message queue and process the database; updating and conversion; * Design and implement the application in Agile — methodologies; * Develop middle tier business logic using Spring based transaction managers; * Used Logsito capture the log that includes runtime exceptions, monitored error logs and fixed the problems; * Used SVN the version control tool for code commit and update; * Used Auto wired POJO and DAO classes with Spring Controllers and services; * Used Mule Flows with Data Mapper to customize XML to CSV mapping conversion; © Developing and securing CXF web services in Mule ESB; + Used Angular JS as development framework to build Single Page Application (SPA); « Handled the back-end operations using SQL, PL/SQL, Stored procedures, triggers and developed the persistence structure using ORM; based Hibemate; * Used Mule ESB for routing, filtering and aggregate message between application based on content and rules; « Setting up Mule ESB for the development environment; * Create MULE ESB artifact and configured the MULE configurations files and deployed; «Implemented Web Services using SOAP protocol, UDDI, WSDL and Service Oriented Architecture (SOA) Concept; © Design and development of user Interfaces using JSP, HTML, CSS, JavaScript and AJAX; * Developed SQL Queries using Toad for Oracle",JESSICA CLAIRE,jessica.claire@example.com
JESSICA,resumesample@example.com,"+ C, Cr+, Basics of C#, HTML,; Python, JavaScript; + Databases :SQLite, PostgreSQL; + IDE : Pycharm, Eclipse,; + pgAdmin :Postgresql tool; + Operating System : Windows; XP/7/8/8.1, Android, Ubuntu; 14.04; + Leadership Strong; + Conducted Training programs; ‘on Odoo; + Bilingual English & Malayalam,; Fluent reading/writing Hindi",Jennifer White,jennifer.white@example.com
PROFESSIONAL,resumesample@example.com,WORK HISTORY,Christine Perry,christine.perry@example.com
PROFESSIONAL,resumesample@example.com,WORK HISTORY,Angela Reed,angela.reed@example.com
CARLA JENSEN,john.smith@email.com,PythonDjangoFlaskReactSQL; Healthcare Data StandardsTelemedicine; Electronic Health Records (EHRs); MY LIFE PHILOSOPHY; The best way to find yourself is to lose; yourself in the service of others.; AWARDS; g Best HealthTech Hackathon Project; Awarded for leading the development of; a mobile application that helped patients; manage chronic conditions.; ® Volunteer Award; Recognized for dedication and hard work; in organizing a health fair for; underserved communities.; Powered by (CX? Ennancu,CARLA JENSEN,carla.jensen@example.com
JESSICA CLAIRE,resumesample@example.com,"vendors and coordinating tasks with other IT team members. Implements best practices to create cloud functions, applications and; databases.; Big Data Technologies: Hadoop, MapReduce, HDFS, Sqoop, PIG, _- Operating Systems: Windows 7/8/XP/2008/2012, Ubuntu Linux,; Hive, HBase, Oozie, Flume, NiFi, Kafka, Zookeeper, Yam, Apache MacOS; Spark, Mahout, Sparklib Network Security: Kerberos; Databases: Oracle, MySQL, SQL Server, MongoDB, Cassandra, Database Modelling: Dimension Modeling, ER Modeling, Star; DynamoDB, PostgreSQL, Teradata, Cosmos. Schema Modeling, Snowflake Modeling; Programming: Python, PySpark, Scala, Java, C, C++, Shell script, _ - Monitoring Tool: Apache Airflow; Perl script, SQL Visualization/ Reporting: Tableau, ggplot2, matplotlib, SSRS and; Cloud Technologies: AWS, Microsoft Azure Power BI; Frameworks: Django REST framework, MVC, Hortonworks Machine Learning Techniques: Linear & Logistic Regression,; Tools: PyCharm, Eclipse, Visual Studio, SQL*Plus, SQL Developer, Classification and Regression Trees, Random Forest, Associative rules,; TOAD, SQL Navigator, Query Analyzer, SQL Server Management NLP and Clustering.; Studio, SQL Assistance, Eclipse, Postman; Versioning tools: SVN, Git, GitHub",JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,"Excellent team player, quick leamer, keens to learn and implement new IT technologies.; * Good understanding on Spark architecture and its components; + Strong knowledge of Data Structures and Algorithms, Object Oriented Analysis, machine learning and software design patterns",JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,"* Software Documentation «JS Frameworks: React, Angular,; * Control * Vue; API Design and Integration * Object-Oriented Programming; * RDMS Development- SQL. + (CoP); * Server, MySQL + Databases: Oracle, MongoDB; « Data Storage and Retrieval * Mule ESB; * Web Services * Tira; * Java * Git/GitLab/GitHub; * SOAP * Deployment; + XML + IMS; * Maven * Any point; * Jenkins * Boomi; + REST * CloudEub; © Munit + HTTP; *cycD + DevOps; Apache poi * IDBC",JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,"* Shell scripting * Data management; Advanced knowledge of PHP * Flash and ActionScript; Python Programming * My SQL, SQL Lite, Mongo DB; © Ipython * HTML, CSS, JQuery.XML; * Core Java, Java Script Django Web Framework; Windows, Linux, IOS; Eclipse, Rational Rose; = OOPs; * AWS EC Cloud; ‘Work History; Front End Developer, 06/2009 - 10/2010; Motion Recruitment — Wharton, NT; * Designed intuitive graphical user interfaces using knowledge of HTML, JSP, JQUERY and PHP; + Developed the next generation integration platform for internal applications.; * Maintained existing applications and designed and delivered new applications.; WEB DEVELOPER, 10/2010 - 07/2011; 22Nd Century Technologies — Auburndale, FL; + Built databases and table structures following n-tier architecture methodology for web applications using My SQL, Oracle DB, $QU lit.; + Implemented Search Engine Optimizations to improve search results and business flow.; + Implemented innovative systems for data collection, storage and management of customer orders.; Java Developer, 11/2011 - 12/2013; Pinnacle Technical Resources Inc — Rolling Meadows, IL; * Maintained existing applications and designed and delivered new applications.; * Contributed to the Javacode base used in the automated deployment of software on multiple virtual machines.; * Used JDBC to access Database.; * Used JavaScript for client side validation; Python Developer, 01/2014 - 04/2016; Cognizant Technology Solutions — Little Elm, TX; + Participated in the complete SDLC process and used PHP to develop website functionality.; * Designed and developed the UI of the website using HTML, XHTML, AJAX, CSS and JavaScript.; * Developed entire frontend and backend modules usingPythonon Django Web Framework; * Designed and developed data management system using MySQL. Built application logic usingPython2.7.; EDUucaTION",JESSICA CLAIRE,jessica.claire@example.com
PROFESSIONAL,resumesample@example.com,WORK HISTORY,Barbara Clark,barbara.clark@example.com
PROFESSIONAL,resumesample@example.com,WORK HISTORY,Steven Turner,steven.turner@example.com
PROFESSIONAL,resumesample@example.com,WORK HISTORY,William Harris,william.harris@example.com
I Python Developer,,e Attention to detail & problem solving.,I Python Developer,i.python.developer@example.com
JESSICA CLAIRE,resumesample@example.com,"and Python Programming Language. My goal is to expand my knowledge to an extent where I am able to provide architectural solutions in; Software Development.; © ReactJS/Redux/Flux/MobX, React-Router, React-bootstrap/ * CICD, Pipeline, Gitlab, Jenkins; Semantic-UI, Material-UI * NPM, WebPack, Babel, Yarn, Gulp/Grunt, Docker; * Python/Django/Django REST Framework/Flask ‘* MongoDB, PostgreSQL, MySQL.; ES6/7, TypeScript/JavaScript, HTML5, CSS3, Bootstrap, SASS/_« AWS(EC2, Lambda, DynamoDB, $3, etc), Heroku, Firebase; LESS; Node/Express/Koa/Hapi; ‘Work History; Freelancer, 06/2022 - Current; SJpmorgan Chase & Co. — Helena, MT; Full Stack Engineer, 03/2022 - 05/2022.; Cognizant Technology Solutions — San Francisco, CA; * Developed complex software and systems deploying one or more programming languages.; * Followed and supported change management practices and internal controls standards.; * Designed and implemented scalable application programming interfaces; * Understood full technology stack and underlying applications, services and databases, resulting in optimal program performance.; Freelancer, 01/2021 - 02/2022; ‘Two9S International Inc. - Milpitas, CA; Full Stack Developer, 10/2018 - 01/2021; Two95 International Inc. — Montvale, NJ; * Responsible for SDLC process in gathering requirements, system analysis, design, development, testing and deployment.; * Developed single page application for web pages and mobile application using HTMLS, CSS3; * Used GIT and GitHub for continuous integration.",JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,"coordinating tasks with other IT team members. Implements best practices to create cloud functions, applications and databases.; Skis; + AWS Services : EC2, ECS, Cloud front, S3, Aurora, Lambda, etc + Tools: ETL, Informatica IDE, Visual Studio, SQL*Plus, SL Developer,; + Databases: Oracle, MySQL, SQL Server, MongoDB, Cassandra TOAD, SQL Navigator, Query Analyzer, SOL Server Management; DynamoDB, PostgreSQL, Teradata, Cosmos. Studio, SQL Assistance, Eclipse, Postman; + Programming: Python, PySpark, Scala, Java, C, C++, Shell script, - Versioning tools: SVN, Git, Github; Perl script, SQL Operating Systems: Windows 10/11, Ubuntu Linux, MacOS; * Cloud Technologies: AWS, Microsoft Azure Network Secut; + Frameworks: Django REST framework, MVC, Hortonworks Database Modelling: Dimension Modeling, Snowflake Modeling",JESSICA CLAIRE,jessica.claire@example.com
